"CLIENTI Id","First Name","Last Name",Email,Twitter,Facebook,"Nome Catena","Nome Catena Id",Phone,Mobile,Type,"Proprietario CLIENTI","Proprietario CLIENTI Id",Title,"Created By","Created By Id","Modified By","Modified By Id","Created Time","Modified Time",Salutation,Street,City,State,Zip,Country,Description,"Secondary Email","Numero Bilance","IP / TW PC BACKOFFICE / MASTER","Ragione Sociale","Codice PDV","Partita IVA",Note,"Prodotti Posseduti","ELENCO IP / TW BILANCE","Matricole Bilance",Insolvente,"E-mail PEC",Indirizzo,"DIBAL TRANSFER","Data/ora 1","Orario Negozio","PUBBLICITA' SU DROPBOX","CONTRATTO DI ASSISTENZA"
85271000000654401,,"EUROSPIN VENTIMIGLIA",,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,EUROSPIN,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:10:37","2022-09-14 08:01:40",,,,,,,,,5,,"Arimondo srl",810,,,"DIBAL - BILANCIA CS1200",,,false,,"VENTIMIGLIA, Corso Limone Piemonte, 12b",false,,,false,false
85271000000654441,,"PAM BORDIGHERA",BORDIGHERA@LIBERO.IT,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:11:57","2022-09-29 11:34:33",,,,,,,,,3,,"Arimondo srl",076,,,"DIBAL - BILANCIA CS1200",,,false,,"BORDIGHERA, Via dei Colli, 3",false,,,false,false
85271000000654481,,"PAM PIAZZA BIANCHI",peppino@libero.it,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:12:28","2022-11-03 10:39:30",,,,,,,,,2,,"Arimondo srl",011,,,"DIBAL - BILANCIA CS1200",,,false,,"IMPERIA, Piazza Bianchi, 10",false,,,false,false
85271000000654521,,"PAM IMPERIA PRINO",arimoprino@libero.it,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:13:29","2022-10-03 08:46:16",,,,,,,,,12,,"Arimondo srl",008,,,"DIBAL - BILANCIA CS1200",,,false,,"IMPERIA, Via Aurelia Prino, 2",false,,,false,false
85271000000654561,,"PAM IMPERIA REPUBBLICA",,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:14:04","2022-09-09 15:19:59",,,,,,,,,12,,"Arimondo srl",075,,,"DIBAL - BILANCIA CS1200",,,false,,"IMPERIA, Via della Repubblica 28",false,,,false,false
85271000000654601,,"PAM SANREMO AGOSTI",,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:14:42","2022-09-09 15:42:03",,,,,,,,,12,,"Arimondo srl",163,,,"DIBAL - BILANCIA CS1200",,,false,,"SANREMO, Via Pietro Agosti 307",false,,,false,false
85271000000654641,,"PAM SANREMO CANESSA",canessa@libero.it,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:15:14","2022-09-26 10:11:32",,,,,,,,,7,,"Arimondo srl",166,,,"DIBAL - BILANCIA CS1200",,,false,,"SANREMO, Via Canessa, 1",false,,,false,false
85271000000654681,,"PAM TAGGIA",taggia@arimondo.neto,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:16:10","2023-07-06 07:28:24",,,,,,,,,3,,"Arimondo srl",160,,,"DIBAL - BILANCIA CS1200",,,false,,"TAGGIA, Via Mazzini ,12",false,,,false,false
85271000000654721,,"PANETTERIA ARIMONDO",fatture@arimondo.net,,,ARIMONDO,85271000000154344,,,,Foscari,85271000000138151,PAM,Foscari,85271000000138151,DB,85271000000092001,"2022-09-02 16:17:26","2022-10-04 08:59:39",,,,,,,,,4,,"PANETTERIA ARIMONDO S.R.L.",900,00676880081,,"DIBAL - BILANCIA CS2200",,,false,,"SAN BARTOLOEMO, Via Cà de Calvi, 18 bis",false,,,false,false
85271000000673043,,"CRAI CASALE MONFERRATO",supermercati2.0@gmail.com,,,"CLIENTI VARI",85271000000673031,011.92.68.393,347.00.41.362,,DB,85271000000092001,CRAI,DB,85271000000092001,DB,85271000000092001,"2022-09-07 16:13:43","2022-09-09 14:32:11",,,,,,,,,,,"2.0 srl",,11587850014,,,,,false,supermercati2.0@pec.it,"CASALE MONFERRATO, Piazza Coppa 7",false,,,false,false
85271000000673155,,"CARREFOUR MARKET ORBASSANO",bertonienrico@yahoo.com,,,A&M,85271000000673143,"011 902301",3391072878,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2022-09-07 16:23:50","2022-10-04 14:55:54",,,,,,,,,,,"A&M SRL",,07606040017,,,,,false,,"ORBASSANO, VIA ALFIERI 15",false,,"lunedì	08–20
martedì	08–20
mercoledì	08–20
giovedì	08–20
venerdì	08–20
sabato	08–20
domenica	08:30–20",false,false
85271000000673203,,"CARREFOUR EXPRESS VIA ARCIVESCOVADO",AEMARCIVESCOVADO@LIBERO.IT,,,A&M,85271000000673143,"011 248 3570",3391072878,,DB,85271000000092001,"CARREFOUR EXPRESS",DB,85271000000092001,DB,85271000000092001,"2022-09-07 16:26:27","2022-10-04 14:57:20",,,,,,,,,,,"A&M SRL",,07606040017,,,,,false,,"TORINO, VIA ARCIVESCOVADO 1",false,,"lunedì	08–22
martedì	08–22
mercoledì	08–22
giovedì	08–22
venerdì	08–22
sabato	08–22
domenica	09–20",false,false
85271000000676504,,"Amministrazione DB",amministrazione@dbcompanysrl.it,,,"DB COMPANY",85271000000146903,,,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-08 08:38:36","2022-09-09 14:20:27",,,,,,,,,,,"DB COMPANY SRL",,,,,,,false,,,false,,,false,false
85271000000682610,,"CARREFOUR EXPRESS VIA BARLETTA",AEMBARLETTA@LIBERO.IT,,,A&M,85271000000673143,"011 1932 3230",3391072878,,DB,85271000000092001,"CARREFOUR EXPRESS",DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:07:08","2022-10-04 14:57:34",,,,,,,,,,,"A&M SRL",,07606040017,,,,,false,,"TORINO, VIA BARLETTA 105",false,,"lunedì	07:30–20
martedì	07:30–20
mercoledì	07:30–20
giovedì	07:30–20
venerdì	07:30–20
sabato	07:30–20
domenica	09–13",false,false
85271000000682652,,"CARREFOUR EXPRESS VIA MARIA VITTORIA",AEMVITTORIA@LIBERO.IT,,,A&M,85271000000673143,"011 281870",,,DB,85271000000092001,"CARREFOUR EXPRESS",DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:08:07","2022-10-04 14:56:48",,,,,,,,,,,"A&M SRL",,07606040017,,,,,false,,"TORINO, VIA MARIA VITTORIA 11",false,,"lunedì	08–22
martedì	08–22
mercoledì	08–22
giovedì	08–22
venerdì	08–22
sabato	08–22
domenica	09–20",false,false
85271000000682692,,"CARREFOUR LANZO TORINESE",AEMLANZO@LIBERO.IT,,,A&M,85271000000673143,"0123 326782",,,DB,85271000000092001,"CARREFOUR EXPRESS",DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:09:24","2022-10-04 14:53:43",,,,,,,,,,,"A&M SRL",,07606040017,,,,,false,,"LANZO TORINESE, VIALE MARTIRI DELLA LIBERTA' 4",false,,"lunedì	08–19:30
martedì	08–19:30
mercoledì	08–19:30
giovedì	08–19:30
venerdì	08–19:30
sabato	08–19:30
domenica	08–12:30",false,false
85271000000682732,,A.D.M.,barbassoalberto@libero.it,,,"CLIENTI VARI",85271000000673031,,3474819812,,DB,85271000000092001,"Le Giustine",DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:12:02","2022-09-09 14:35:12",,,,,,,,,,,"A.D.M. SOCIETA' SEMPLICE AGRICOLA",,11282170015,,,,,false,admssa@pec.it,"CHIERI, VIA BUTTIGLIERA 183/B",false,,,false,false
85271000000682776,,"MACELLERIA GISONNI",fabrygis@yahoo.it,,,"CLIENTI VARI",85271000000673031,011.76.02.705,327.14.98.249,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:17:06","2022-09-14 08:13:33",,,,,,,,,,,"A.F.G. CARNI SAS DI GISONNI FABRIZIO & C.",,09781640017,,,,,false,,"TORINO, VIA MONTE ROSA 69",false,,,false,false
85271000000682840,,"A-B FIN IMMOBILIARE",boggioalex@gmail.com,,,"CLIENTI VARI",85271000000673031,,333.85.73.737,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 12:23:30","2022-09-09 14:41:55",,,,,,,,,,,"A-B FIN IMMOBILIARE SNC DI BOGGIO ALEX & C.",,12108840013,,,,,false,a-bfinimmobiliaresnc@pec.it,"CASTELLAMONTE, VIA PICCOLI 35",false,,,false,false
85271000000682884,,"ABM COMPANY",abm@abmcompany.com,,,"CLIENTI VARI",85271000000673031,"02 937 3781",,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:13:57","2022-09-09 15:21:33",,,,,,,,,,,"ABM COMPANY SRL",,11902430153,,"DIBAL - BILANCIA CS1200",,,false,,"LAINATE, VIA RHO 6",false,,,false,false
85271000000682940,,ANGOLO16,,,,RISTORANTI,85271000000682928,"011 247 8470",,,DB,85271000000092001,ANGOLO16,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:16:08","2022-09-14 08:15:04",,,,,,,,,,,"AC3 GROUP S.R.L.",,11793360014,,,,,false,,"TORINO, VIA SAN DALMAZZO 16",false,,,false,false
85271000000682980,,"ACQUE LIMPIDE S.A.S.",,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:18:52","2022-09-09 14:21:04",,,,,,,,,,,"ACQUE LIMPIDE S.A.S. DI PIANFETTI LORENZO E C. SIG",,09574370012,,,,,false,,"AVIGLIANA, CORSO TORINO 114",false,,,false,false
85271000000683062,,"ACI SAN VENDEMIANO",,,,"CLIENTI VARI",85271000000673031,"0438 368300",,,DB,85271000000092001,ACI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:22:12","2022-09-09 15:45:38",,,,,,,,,,,"AGENZIA ITALIA S.P.A.",,01932080268,,,,,false,,"SAN VENDEMIANO, VIA VENEZIA 13",false,,,false,false
85271000000683102,,"AGLIETTI CARNI",amministrazione@aglietti.it,,,"CLIENTI VARI",85271000000673031,015.93.612,,,DB,85271000000092001,MACELLERIA,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:23:52","2022-09-09 15:40:40",,,,,,,,,,,"AGLIETTI CARNI S.A.S. DI AGLIETTI ZAMPALLA FEDERIC",,02058940020,,,,,false,,"SANDIGLIANO, VIA GRAMSCI 50",false,,,false,false
85271000000683144,,"AGOSTINO ROCCO E BRUNO",,,,"CLIENTI VARI",85271000000673031,"011 925 1728",,,DB,85271000000092001,GOMMISTA,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:27:00","2022-09-09 14:55:52",,,,,,,,,,,"AGOSTINO ROCCO E BRUNO S.A.S.",,09103950011,,,,,false,,"FRONT, VIA SALVATORE MURA 51",false,,,false,false
85271000000683184,,AGRI.AL.PI.,williyari@alice.it,,,"CLIENTI VARI",85271000000673031,,"338.72.53.568 / 348.44.02.322",,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:29:34","2022-09-09 14:52:41",,,,,,,,,,,"AGRI.AL.PI. DEI FRATELLI BOSONETTO WILLY E YARI SO",,12005390013,,"DIBAL - BILANCIA CS1200",,,false,agrialpi.bosonetto@pec.it,"CAREMA, VIA SELVETTA 4",false,,,false,false
85271000000683230,,"AGS SNC DI ANSALDI ALBERTO",,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:39:14","2022-09-14 08:17:10",,,,,,,,,,,"AGS SNC DI ANSALDI ALBERTO & C",,11996730013,,,,,false,,"VILLASTELLONE, VIA DELLA MADONNA 32",false,,,false,false
85271000000683268,,"AIR MM",mariofranco63@hotmail.it,,,"CLIENTI VARI",85271000000673031,011.450.04.02,,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:40:54","2022-09-09 14:28:16",,,,,,,,,,,"AIR MM S.N.C. DI ROSSI MARIO FRANCO & C.",,11884710010,,,,,false,,"BORGARO TORINESE, VIA GRAMSCI 41-45",false,,,false,false
85271000000683310,,"AIT ABDELMALK ZAHRA",,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:42:30","2022-09-09 15:47:17",,,,,,,,,,,"AIT ABDELMALK ZAHRA",,11610670017,,,,,false,bra-marzahra@pec.it,"TORINO, CORSO LUCIO QUINZIO CINCINNATO 149/26",false,,,false,false
85271000000683350,,"AKHOUAD AHMED",ahmed4@hotmail.it,,,"CLIENTI VARI",85271000000673031,,392.24.78.606,,DB,85271000000092001,ORTOFRUTTICOLO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:43:59","2022-09-09 15:15:21",,,,,,,,,,,"AKHOUAD AHMED",,11827410017,,,,,false,akhouadahmed@pec.it,"GRUGLIASCO, VIA ANDREA COSTA 6",false,,,false,false
85271000000683394,,"ENOTECA AKRA",,,,"CLIENTI VARI",85271000000673031,"011 958 0943",,,DB,85271000000092001,ENOTECA,DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:45:32","2022-09-09 15:37:36",,,,,,,,,,,"AKRA S.N.C. DI ROCCA STEFANO E FORIN MICHELA",,10289410010,,,,,false,,"RIVOLI, VICOLO SAN LORENZO 1",false,,,false,false
85271000000683434,,"ALDIGHIERI ANDREA",,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,"AZIENDA AGRICOLA",DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:47:21","2022-09-09 15:14:20",,,,,,,,,,,"ALDIGHIERI ANDREA",,09962290012,,,,,false,,"GIAVENO, LOCALITA' COLLETTO DEL FORNO",false,,,false,false
85271000000683472,,"BAR CHANTILLY ALEXANNA",,,,RISTORANTI,85271000000682928,,3924674206,,DB,85271000000092001,"BAR CHANTILLY",DB,85271000000092001,DB,85271000000092001,"2022-09-08 14:49:16","2022-09-14 08:12:47",,,,,,,,,,,"ALEXANNA S.R.L.S.",,12009480018,,,,,false,,"TORINO, VIA MONGINEVRO 122",false,,,false,false
85271000000683524,,"ALIMENTARI SOTTO CASA",,,,ALIMENTARI,85271000000683512,,335.83.20.996,,DB,85271000000092001,ALIMENTARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:18:48","2022-09-14 08:10:11",,,,,,,,,,,"ALIMENTARI SOTTO CASA S.A.S. DI BRENCO IVANA MARIA",,11872320012,,,,,false,alimentarisottocasa@pec.it,"TORINO, VIA CAVALLERMAGGIORE 10/E",false,,,false,false
85271000000683578,,ALIPADANIA,info@alipadania.eu,,,"SUPERMERCATI VARI",85271000000683566,,347.725.63.73,,DB,85271000000092001,SUPERMERCATO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:21:33","2022-09-09 15:32:17",,,,,,,,,,,"ALIPADANIA S.R.L.",,02659210039,,"DIBAL - BILANCIA CS1200",,,false,alipadaniasrl@pec.it,"POGLIANO MILANESE, VIA GORIZIA 2",false,,,false,false
85271000000683636,,"ALMAS CARNI",almascarni@gmail.com,,,"MACELLERIE VARIE",85271000000683624,011.57.04.466,"328 499 9692",,DB,85271000000092001,MACELLAIO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:24:12","2022-09-09 15:27:14",,,,,,,,,,,"ALMAS CARNI S.N.C. DI TORRETTA MASSIMO E TORRETTA",,09973460018,,,,,false,,"Nichelino, Via XXV Aprile, 27/a",false,,,false,false
85271000000683680,,"FRUTTIVENDOLO ALMONTE",,,,"CLIENTI VARI",85271000000673031,"011 397 5668",,,DB,85271000000092001,FRUTTIVENDOLO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:26:45","2022-09-09 15:34:39",,,,,,,,,,,"ALMONTE S.N.C. DI GIOVANNI E MAURO ALMONTE",,01756000046,,,,,false,,"RIVOLI, CORSO ALLAMANO 202/A",false,,,false,false
85271000000683770,,"Rosticceria Gnam Gnam AMENDOLA CARNI",,,,"MACELLERIE VARIE",85271000000683624,"011 731709",,,DB,85271000000092001,"Rosticceria Gnam Gnam",DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:38:48","2022-09-09 15:47:05",,,,,,,,,,,"AMENDOLA CARNI DI AMENDOLA & C. - SOCIETA' IN ACCO",,06034410016,,,,,false,,"TORINO, CORSO CINCINNATO 162",false,,,false,false
85271000000683810,,"Q8 EASY OZEGNA",,,,RISTORANTI,85271000000682928,"0124 28901",,,DB,85271000000092001,"Q8 EASY",DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:39:56","2022-09-09 15:28:11",,,,,,,,,,,"AMIS GROUP S.A.S. DI STRICELLI MARIA & C.",,11423830014,,,,,false,,"OZEGNA, Strada Provinciale Ozegna-Rivarolo km 20",false,,,false,false
85271000000683850,,"BISTRO AMORE",,,,RISTORANTI,85271000000682928,0115625585,,,DB,85271000000092001,"BISTRO AMORE",DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:42:07","2022-09-09 15:48:53",,,,,,,,,,,"AMORE 1936 S.R.L.",,10770740016,,,,,false,,"TORINO, Corso Stati Uniti 6",false,,,false,false
85271000000683890,,ANDRIA,andriasnc@libero.it,,,"CLIENTI VARI",85271000000673031,"011 822 7969",393.933.57.63,,DB,85271000000092001,VARI,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:44:21","2022-09-09 15:44:51",,,,,,,,,,,"ANDRIA S.N.C. DI BELMONTE GIUSEPPE E C.",,04996960011,,,,,false,,"SAN MAURO TORINESE, VIA SPERANZA 1",false,,,false,false
85271000000683946,,"ORTOFRUTTA ANGOLO DEI SAPORI",salva.sapori@libero.it,,,ORTOFRUTTA,85271000000683934,"011 541656",,,DB,85271000000092001,ORTOFRUTTAIO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:46:24","2022-09-09 15:48:14",,,,,,,,,,,"ANGOLO DEI SAPORI S.A.S DI RINDONE SALVATORE & C.",,06683410010,,,,,false,,"TORINO, CORSO RE UMBERTO 36",false,,,false,false
85271000000683988,,"ANS BARTER",commerciale1ans@gmail.com,,,"CLIENTI VARI",85271000000673031,,340.255.73.87,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:48:44","2022-09-09 15:25:55",,,,,,,,,,,"ANS BARTER S.R.L.",,08393810968,,,,,false,,"MILANO, VIA VITTOR PISANI 12",false,,,false,false
85271000000684028,,ANTAMEC,,,,"CLIENTI VARI",85271000000673031,,0182.63.02.04,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:49:39","2022-09-09 14:53:18",,,,,,,,,,,"ANTAMEC SRL",,01721780094,,,,,false,antamecsrl@pec.it,"CISANO SUL NEVA, ZONA INDUSTRIALE S. C.",false,,,false,false
85271000000684068,,"ANTICA SALUMERIA",anticasalumeria.fea@tiscali.it,,,ALIMENTARI,85271000000683512,,,,DB,85271000000092001,SALUMERIA,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:51:22","2022-09-09 15:40:55",,,,,,,,,,,"ANTICA SALUMERIA DI FEA ROBERTO & C. S.N.C.",,03304560042,,,,,false,,"SAVIGLIANO, VIA MAGLIANO 3/A",false,,,false,false
85271000000684108,,"ARCIFA GIUSEPPE EMANUELE",ristortechnology24@gmail.com,,,"CLIENTI VARI",85271000000673031,,"388.979.02.74 / 338.240.21.43",,DB,85271000000092001,BILANCIAIO,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:54:10","2022-09-14 08:20:33",,,,,,,,,,,"ARCIFA GIUSEPPE EMANUELE",,05186400874,,,,,false,,"VIAGRANDE, VIA SACERDOTE ANDREA STRANO 24",false,,,false,false
85271000000684150,,"ARCURI PASQUALE",,,,"CLIENTI VARI",85271000000673031,,338.81.16.649,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:56:46","2022-09-14 08:20:45",,,,,,,,,,,"ARCURI PASQUALE",,10946110011,,,,,false,,"VENARIA REALE, VIALE ROMA 7",false,,,false,false
85271000000684188,,"MACELLERIA ARDELEANU",ardeleanu.srl@pec.it,,,"MACELLERIE VARIE",85271000000683624,,"328 407 2775",,DB,85271000000092001,MACELLERIA,DB,85271000000092001,DB,85271000000092001,"2022-09-08 15:57:48","2022-09-09 15:49:11",,,,,,,,,,,"ARDELEANU SOCIETA' A RESPONSABILITA' LIMITATA",,11864480014,,,,,false,,"TORINO, VIA LUIGI CAPRIOLO 38",false,,,false,false
85271000000684236,,"ARGHIR LIVIU GABRIEL",gabriel.arghir@yahoo.it,,,"CLIENTI VARI",85271000000673031,,320.861.87.04,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-08 16:00:04","2022-09-14 08:10:54",,,,,,,,,,,"ARGHIR LIVIU GABRIEL",,11660500015,,,,,false,,"TORINO, VIA GIOVANNI SEGANTINI 59",false,,,false,false
85271000000684288,,ROSTIREY,elena.armitano@rostirey.it,,,GASTRONOMIE,85271000000684276,,"351 840 4713 / 347.90.58.532",,DB,85271000000092001,ROSTIREY,DB,85271000000092001,DB,85271000000092001,"2022-09-08 16:02:23","2022-09-14 08:15:39",,,,,,,,,,,"ARMITANO ELENA",,12634240019,,,,,false,,"VINOVO, PIAZZA L.REY 25",false,,,false,false
85271000000684342,,"BOULANGERIE ARMONIA",stedano875@icloud.com,,,PANETTERIE,85271000000684330,,,,DB,85271000000092001,BOULANGERIE,DB,85271000000092001,DB,85271000000092001,"2022-09-08 16:03:49","2022-09-09 14:53:04",,,,,,,,,,,"ARMONIA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLI",,01657950059,,,,,false,armoniastefano@pec.it,"CASTELNUOVO DON BOSCO, VIA UMBERTO I 10",false,,,false,false
85271000000684396,,"DIBAL ITALIA",commerciale@dibalita.it,,,DIBALITA,85271000000684384,,,,DB,85271000000092001,"DIBAL ITALIA",DB,85271000000092001,DB,85271000000092001,"2022-09-08 16:05:10","2022-09-09 14:56:08",,,,,,,,,,,"ARREDO SYSTEM SNC",,01000700383,,,,,false,,"FERRARA, VIA SIBILLA ALERAMO 9",false,,,false,false
85271000000686001,,"BORELLO ALDO MORO",ALDOMORO@BORELLO.IT,,,BORELLO,85271000000144019,"011 204225",,,DB,85271000000092001,BORELLO,DB,85271000000092001,DB,85271000000092001,"2022-09-09 07:04:38","2022-10-06 15:55:47",,,,,,,,,,,"Borello srl",,04890700018,,"DIBAL - BILANCIA CS1200","172.27.42.70 GASTRO MASTER
172.27.42.71 GASTRO SLAVE 1
172.27.42.72 GASTRO SLAVE PANE
172.27.42.72 GASTRO CALDA MASTER
172.27.42.75 MACE MASTER
172.27.42.76 MACE SLAVE
172.27.42.80 ORTO MASTER
172.27.42.81 ORTO SLAVE 1
172.27.42.82 ORTO SLAVE 2
172.27.42.83 ORTO SLAVE 3
172.27.42.85 PESCE MASTER","29080736
29078730
29080746
29080804
29080768
29080750
29080752
29075647
29079874",false,,"TORINO, Via Sant'Ottavio, 18/interno 5",true,,"lunedì	08–20:30
martedì	08–20:30
mercoledì	08–20:30
giovedì	08–20:30
venerdì	08–20:30
sabato	08–20:30
domenica	09–19:30",false,true
85271000000697057,,"EMME4 MILANO CADORE",,,,EMME4,85271000000138569,,,,DB,85271000000092001,"CARREFOUR EXPRESS",DB,85271000000092001,DB,85271000000092001,"2022-09-14 08:04:07","2022-09-19 14:36:28",,,,,,,,,,,"EMME4 srl",,,,"DIBAL - BILANCIA CS1200",,,false,,"MILANO, via Cadore",false,,,false,false
85271000000697107,,"KAPPA2 AVOSSO",,,,KAPPA2,85271000000149832,,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2022-09-14 08:05:52","2022-09-14 08:05:52",,,,,,,,,,,"KAPPA2 srl",,,,"DIBAL - BILANCIA CS1200",,,false,,"Casella, Via Avosso, 120",false,,,false,false
85271000000697145,,"KAPPA2 SARZANO",,,,KAPPA2,85271000000149832,,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2022-09-14 08:07:13","2022-09-14 08:07:13",,,,,,,,,,,"KAPPA2 SRL",,,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Piazza di Sarzano, 18",false,,,false,false
85271000000697183,,"KAPPA2 SOZIGLIA",,,,KAPPA2,85271000000149832,0100987681,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2022-09-14 08:08:21","2022-09-14 08:08:21",,,,,,,,,,,"KAPPA2 SRL",,,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Piazza Soziglia 87 – 89 R",false,,,false,false
85271000000697561,,"TORELLI SAN SALVARIO",,,,COALVI,85271000000697549,,,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2022-09-14 08:27:27","2022-09-19 08:36:21",,,,,,,,,,,"TORELLI DI ARGHIR",,,,"DIBAL - BILANCIA D900",,,false,,"TORINO, Via Galliari 28",false,,,false,false
85271000000724586,,"TORELLI MERCATO CORSO CINCINNATI",,,,COALVI,85271000000697549,,3208618704,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2022-09-19 08:37:57","2022-09-19 08:37:57",,,,,,,,,,,"TORELLI DI ARGHIR",,,,"DIBAL - BILANCIA CS1200",,,false,,"TORINO, Corso Lucio Quinzio Cincinnato",false,,,false,false
85271000000724887,,"ASSOCIAZIONE AMICI DELLA MONTAGNA",bronzinomarco@gmail.com,,,"CLIENTI VARI",85271000000673031,,3884575087,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-19 08:49:33","2022-09-19 08:50:21",,,,,,,,,,,"ASSOCIAZIONE AMICI DELLA MONTAGNA",,11544840017,,,,,false,,"S.S. 24 BORGATA POISETTO 68, CONDOVE",false,,,false,false
85271000000726001,,ASSOTEC,,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-19 09:03:37","2022-09-19 09:03:37",,,,,,,,,,,"ASSOTEC SOCIETA' SRL",,09751140014,,,,,false,,"VIA LUNGO PIAZZA D'ARMI 5 A/3 CHIVASSO",false,,,false,false
85271000000726037,,"ANTONIO ROMANO",,,,"CLIENTI VARI",85271000000673031,,366.45.19.596,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-19 09:05:52","2022-09-19 09:05:52",,,,,,,,,,,"ATTIMO SRL",,11315120011,,"DIBAL - BILANCIA CS1200",,,false,,"VIA GIUSEPPE LUIGI LAGRANGE 10 TORINO",false,,,false,false
85271000000726077,,AVATANEO,,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-19 09:08:21","2022-09-19 09:08:21",,,,,,,,,,,"AVATANEO FRANCESCO SNC",,08664760017,,"DIBAL - BILANCIA CS1200",,,false,,"VIA GALILEO FERRARIS 12 TORINO",false,,,false,false
85271000000726115,,AVETTA,,,,"CLIENTI VARI",85271000000673031,,,,DB,85271000000092001,,DB,85271000000092001,DB,85271000000092001,"2022-09-19 09:09:17","2022-09-19 09:09:17",,,,,,,,,,,"AVETTA RICCARDO",,06427430019,,"DIBAL - BILANCIA CS1200",,,false,,"VIA LUIGI CIBRARIO 37/E TORINO",false,,,false,false
